Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref)
158.6,75,100,90,0.0,73.311,20.074,0.62049,0,0.9,0,0.00091778,7.8949,24.553,77093,86690,297.92,492.35,1.7162,10,,23,,1.732,0.18876,,,1.6392,0,,0,1,3,3
158.8,75,100,90,0.0,69.522,6.0222,36.019,0,0.9,0,0.00095465,7.8413,24.589,77120,86727,297.97,512.51,1.7166,10,,23,,1.722,0.18883,,,1.6396,0,,0,1,3,3
159.0,75,100,90,0.0,65.354,22.013,3.6019,0,0.9,0,0.00096799,7.7976,24.626,77146,86763,297.93,496.07,1.7171,10,,23,,1.7246,0.18881,,,1.64,0,,0,1,3,3
159.2,75,100,90,0.0,61.532,6.604,63.855,0,0.9,0,0.00097996,7.7652,24.662,77171,86798,298.05,541.96,1.7175,10,,23,,1.7258,0.1888,,,1.6404,0,,0,1,3,3
159.4,75,100,90,0.0,59.727,46.836,6.3855,0,0.9,0,0.0010226,7.6981,24.7,77196,86833,297.98,517.22,1.718,10,,23,,1.7321,0.18875,,,1.6409,0,,0,1,3,3
159.6,75,100,90,0.0,60.754,24.737,0.63855,0,0.9,0,0.0010379,7.6787,24.738,77221,86869,297.93,498.5,1.7185,10,,23,,1.7389,0.1887,,,1.6414,0,,0,1,3,3
159.8,75,100,90,0.0,64.377,7.421,36.802,0,0.9,0,0.0010725,7.6739,24.777,77247,86905,297.99,521.16,1.719,10,,23,,1.7252,0.1888,,,1.6419,0,,0,1,3,3
160.0,75,100,90,0.0,68.604,26.31,3.6802,0,0.9,0,0.0010686,7.7042,24.814,77274,86941,297.95,503.96,1.7195,10,,23,,1.7088,0.18893,,,1.6424,0,,0,1,3,3
160.2,75,100,80,0.0,72.302,7.8931,66.144,400,0.9,0,0.00084779,10.196,24.822,77379,87056,298.02,531.97,1.7199,10,,23,,1.2212,0.1926,,,1.6427,0,,0,1,3,3
160.4,75,100,80,0.0,74.145,32.251,6.6144,400,0.9,0,0.00080553,10.266,24.829,77485,87172,297.92,495.17,1.7202,10,,23,,1.1625,0.19304,,,1.643,0,,0,1,3,3
160.6,75,100,80,0.0,74.331,9.6753,96.137,400,0.9,0,0.0007928,10.31,24.836,77591,87287,298.07,549.4,1.7205,10,,23,,1.1415,0.1932,,,1.6433,0,,0,1,3,3
160.8,75,100,80,0.0,73.163,57.743,9.6137,400,0.9,0,0.00077309,10.339,24.842,77697,87401,297.94,502.3,1.7207,10,,23,,1.1413,0.1932,,,1.6435,0,,0,1,3,3
161.0,75,100,80,0.0,71.025,17.323,143.5,400,0.9,0,0.0008349,10.257,24.849,77802,87516,298.19,594.7,1.721,10,,23,,1.1694,0.19299,,,1.6438,0,,0,1,3,3
161.2,75,100,80,0.0,68.317,101.43,14.35,400,0.9,0,0.00083034,10.261,24.857,77906,87630,298.02,530.61,1.7213,10,,23,,1.1781,0.19292,,,1.6441,0,,0,1,3,3
161.4,75,100,80,0.0,66.794,47.592,1.435,400,0.9,0,0.00084859,10.248,24.865,78010,87743,297.89,480.9,1.7216,10,,23,,1.187,0.19285,,,1.6444,0,,0,1,3,3
161.6,75,100,80,0.0,67.566,14.277,67.426,400,0.9,0,0.00084073,10.282,24.873,78115,87857,297.96,507.18,1.7219,10,,23,,1.1779,0.19292,,,1.6447,0,,0,1,3,3
161.8,75,100,80,0.0,70.869,35.16,6.7426,400,0.9,0,0.00089574,10.255,24.883,78220,87972,297.85,468.85,1.7222,10,,23,,1.1797,0.19291,,,1.645,0,,0,1,3,3
162.0,75,100,80,0.0,75.665,10.548,112.53,400,0.9,0,0.00092449,10.268,24.892,78326,88087,298.04,537.8,1.7226,10,,23,,1.1807,0.1929,,,1.6453,0,,0,1,3,3
162.2,75,100,80,0.0,80.868,69.065,11.253,400,0.9,0,0.00092951,10.297,24.901,78433,88204,297.91,489.48,1.7229,10,,23,,1.1881,0.19284,,,1.6456,0,,0,1,3,3
162.4,75,100,80,0.0,85.399,20.72,171.6,400,0.9,0,0.00092353,10.362,24.91,78541,88321,298.22,606.37,1.7232,10,,23,,1.1675,0.193,,,1.6459,0,,0,1,3,3
162.6,75,100,80,0.0,89.726,125.18,17.16,400,0.9,0,0.0008927,10.44,24.917,78650,88440,298.04,538.38,1.7235,10,,23,,1.1437,0.19318,,,1.6462,0,,0,1,3,3
162.8,75,100,80,0.0,93.05,68.953,1.716,400,0.9,0,0.00086012,10.526,24.923,78759,88558,297.89,481.66,1.7238,10,,23,,1.1102,0.19343,,,1.6465,0,,0,1,3,3
163.0,75,100,80,0.0,94.408,20.686,91.206,400,0.9,0,0.00092142,10.488,24.931,78869,88677,298.01,527.16,1.7241,10,,23,,1.1094,0.19343,,,1.6468,0,,0,1,3,3
163.2,75,100,80,0.0,93.697,59.089,9.1206,400,0.9,0,0.00091971,10.519,24.939,78978,88796,297.89,481.73,1.7245,10,,23,,1.0905,0.19357,,,1.6471,0,,0,1,3,3
163.4,75,100,80,0.0,91.232,17.727,147.24,400,0.9,0,0.00092659,10.496,24.948,79088,88915,298.14,578.35,1.7248,10,,23,,1.1109,0.19342,,,1.6474,0,,0,1,3,3
163.6,75,100,80,0.0,88.214,102.24,14.724,400,0.9,0,0.0009172,10.485,24.956,79196,89033,297.98,517.55,1.7251,10,,23,,1.1297,0.19328,,,1.6477,0,,0,1,3,3
163.8,75,100,80,0.0,85.245,50.554,1.4724,400,0.9,0,0.00092565,10.478,24.965,79304,89150,297.85,468.41,1.7254,10,,23,,1.1319,0.19326,,,1.648,0,,0,1,3,3
164.0,75,100,80,0.0,84.52,15.166,78.391,400,0.9,0,0.00093408,10.48,24.974,79412,89267,297.95,504.1,1.7257,10,,23,,1.1349,0.19324,,,1.6483,0,,0,1,3,3
164.2,75,100,80,0.0,85.309,4.5499,0.0001,400,0.9,0,0.00093209,10.5,24.982,79519,89385,297.87,473.97,1.7261,10,,23,,1.1358,0.19323,,,1.6486,0,,0,1,3,3
164.4,75,100,80,0.0,87.102,1.365,77.77,400,0.9,0,0.00096161,10.505,24.992,79628,89502,297.98,515.53,1.7264,10,,23,,1.1271,0.19329,,,1.649,0,,0,1,3,3
164.6,75,100,80,0.0,88.617,34.557,7.777,400,0.9,0,0.00099797,10.471,25.002,79736,89621,297.88,477.5,1.7267,10,,23,,1.143,0.19317,,,1.6493,0,,0,1,3,3
164.8,75,100,80,0.0,89.239,10.367,115.81,400,0.9,0,0.0010176,10.476,25.013,79845,89739,298.06,548.89,1.7271,10,,23,,1.1428,0.19318,,,1.6497,0,,0,1,3,3
165.0,75,100,80,0.0,88.669,70.801,11.581,400,0.9,0,0.0010087,10.481,25.023,79953,89857,297.93,497.64,1.7275,10,,23,,1.1584,0.19306,,,1.65,0,,0,1,3,3
165.2,75,100,80,0.0,88.087,21.24,171.13,400,0.9,0,0.00098644,10.51,25.033,80061,89975,298.23,612.78,1.7278,10,,23,,1.1599,0.19305,,,1.6503,0,,0,1,3,3
165.4,75,100,80,0.0,87.168,123.01,17.113,400,0.9,0,0.00099081,10.511,25.044,80170,90092,298.04,540.36,1.7282,10,,23,,1.1613,0.19304,,,1.6507,0,,0,1,3,3
165.6,75,100,80,0.0,85.979,64.507,1.7113,400,0.9,0,0.0010379,10.468,25.056,80277,90210,297.9,483.76,1.7285,10,,23,,1.1737,0.19294,,,1.651,0,,0,1,3,3
165.8,75,100,80,0.0,85.181,19.352,82.336,400,0.9,0,0.0010471,10.472,25.068,80385,90328,297.99,521.1,1.7289,10,,23,,1.1708,0.19296,,,1.6514,0,,0,1,3,3
166.0,75,100,80,0.0,84.221,49.924,8.2336,400,0.9,0,0.001053,10.464,25.08,80493,90445,297.88,478.19,1.7293,10,,23,,1.1855,0.19285,,,1.6517,0,,0,1,3,3
166.2,75,100,80,0.0,84.107,14.977,131.09,400,0.9,0,0.0010594,10.484,25.093,80600,90562,298.1,561.1,1.7297,10,,23,,1.178,0.19291,,,1.6521,0,,0,1,3,3
166.4,75,100,80,0.0,83.612,85.283,13.109,400,0.9,0,0.0010518,10.516,25.105,80708,90679,297.95,505.72,1.73,10,,23,,1.167,0.19299,,,1.6525,0,,0,1,3,3
166.6,75,100,80,0.0,82.763,37.964,1.3109,400,0.9,0,0.0010328,10.543,25.117,80815,90796,297.84,461.03,1.7304,10,,23,,1.1614,0.19303,,,1.6528,0,,0,1,3,3
166.8,75,100,80,0.0,81.432,11.389,69.231,400,0.9,0,0.0010278,10.551,25.128,80922,90913,297.91,490.11,1.7307,10,,23,,1.1678,0.19298,,,1.6531,0,,0,1,3,3
167.0,75,100,80,0.0,79.581,3.4168,0.0001,400,0.9,0,0.0010499,10.53,25.14,81028,91029,297.84,460.3,1.7311,10,,23,,1.184,0.19286,,,1.6535,0,,0,1,3,3
167.2,75,100,80,0.0,76.689,1.025,77.914,400,0.9,0,0.0010606,10.529,25.152,81134,91145,297.94,501.98,1.7315,10,,23,,1.1818,0.19287,,,1.6538,0,,0,1,3,3
167.4,75,100,80,0.0,73.776,0.30751,0.0001,400,0.9,0,0.0010431,10.552,25.165,81240,91260,297.87,473.55,1.7318,10,,23,,1.171,0.19296,,,1.6542,0,,0,1,3,3
167.6,75,100,80,0.0,72.221,0.092253,74.913,400,0.9,0,0.0010718,10.536,25.177,81345,91374,297.97,512.81,1.7322,10,,23,,1.1742,0.19293,,,1.6545,0,,0,1,3,3
167.8,75,100,80,0.0,72.798,30.45,7.4913,400,0.9,0,0.0010904,10.536,25.19,81450,91489,297.88,477.86,1.7326,10,,23,,1.1788,0.1929,,,1.6549,0,,0,1,3,3
168.0,75,100,80,0.0,76.121,9.1351,106.15,400,0.9,0,0.0010573,10.617,25.202,81556,91605,298.04,541.02,1.7329,10,2060.1,23,1947.2,1.1582,0.19305,25.152,24.146,1.6552,0,76.954,0,1,3,3
168.2,75,100,80,0.0,81.589,61.007,10.615,400,0.9,0,0.0010742,10.636,25.214,81663,91721,297.93,495.21,1.7333,10,,23,,1.1581,0.19305,,,1.6556,0,,0,1,3,3
168.4,75,100,80,0.0,86.089,18.302,151.24,400,0.9,0,0.001067,10.691,25.225,81771,91839,298.18,594.8,1.7336,10,,23,,1.1503,0.19311,,,1.6559,0,,0,1,3,3
168.6,75,100,80,0.0,88.921,103.91,15.124,400,0.9,0,0.0010766,10.692,25.236,81879,91957,298.03,535.9,1.734,10,,23,,1.1593,0.19304,,,1.6562,0,,0,1,3,3
168.8,75,100,80,0.0,88.816,57.039,1.5124,400,0.9,0,0.0010687,10.7,25.247,81987,92075,297.9,484.22,1.7343,10,,23,,1.1723,0.19294,,,1.6566,0,,0,1,3,3
169.0,75,100,80,0.0,86.36,17.112,79.319,400,0.9,0,0.0010288,10.749,25.257,82095,92192,297.99,519.83,1.7346,10,,23,,1.1659,0.19299,,,1.6569,0,,0,1,3,3
169.2,75,100,80,0.0,81.446,45.457,7.9319,400,0.9,0,0.0010214,10.744,25.267,82202,92308,297.88,478.47,1.735,10,,23,,1.1681,0.19297,,,1.6572,0,,0,1,3,3
169.4,75,100,80,0.0,75.092,13.637,122.73,400,0.9,0,0.0010188,10.738,25.278,82307,92423,298.08,554.58,1.7353,10,,23,,1.1713,0.19295,,,1.6575,0,,0,1,3,3
169.6,75,100,80,0.0,70.211,76.52,12.273,400,0.9,0,0.0010004,10.746,25.288,82412,92537,297.95,505.23,1.7356,10,,23,,1.1669,0.19298,,,1.6578,0,,0,1,3,3
169.8,75,100,80,0.0,68.328,34.91,1.2273,400,0.9,0,0.001007,10.752,25.299,82516,92651,297.85,463.28,1.7359,10,,23,,1.166,0.19298,,,1.6581,0,,0,1,3,3
170.0,75,100,80,0.0,70.09,10.473,66.338,400,0.9,0,0.0010106,10.787,25.309,82621,92765,297.91,490.62,1.7361,10,,23,,1.1539,0.19307,,,1.6583,0,,0,1,3,3
170.2,75,100,80,0.0,74.076,3.1419,0.0001,150,0.9,-4000,0.0010362,9.5775,25.334,81980,92030,297.85,463.53,1.7269,10,,23,,1.3939,0.19129,,,1.6495,0,,0,1,3,3
170.4,75,100,80,0.0,66.89,0.94256,71.69,150,0.9,-4000,0.0010623,9.5222,25.361,81338,91293,297.95,503.26,1.7132,10,,23,,1.4248,0.19108,,,1.6363,0,,0,1,3,3
170.6,75,100,80,0.0,50.524,0.28277,0.0001,150,0.9,-4000,0.001062,9.4571,25.388,80692,90553,297.89,479.89,1.6991,10,,23,,1.4268,0.1911,,,1.6228,0,,0,1,3,3
170.8,75,100,80,0.51948,25.262,0.08483,66.137,150,0.9,-4000,0.0010732,9.3139,25.417,80042,89809,297.99,518.79,1.685,10,,23,,1.461,0.19087,,,1.6093,0,,0,1,3,3
171.0,75,100,80,0.0,7.5505,31.079,6.6137,150,0.9,-4000,0.001101,9.2174,25.448,79388,89060,297.92,493.37,1.671,10,,23,,1.4589,0.19091,,,1.5958,0,,0,1,3,3
171.2,75,100,80,0.0,0.0,9.3238,91.826,150,0.9,-4000,0.0011036,9.1941,25.478,78733,88310,298.08,554.09,1.6569,10,,23,,1.4492,0.19101,,,1.5823,0,,0,1,3,3
171.4,75,100,80,0.0,1.6362,62.062,9.1826,150,0.9,-4000,0.0011035,9.2174,25.509,78078,87561,297.99,519.17,1.6429,10,,23,,1.4261,0.19121,,,1.5688,0,,0,1,3,3
171.6,75,100,80,0.0,12.523,31.938,0.91826,150,0.9,-4000,0.0010846,9.3011,25.538,77426,86813,297.9,487.19,1.6289,10,,23,,1.3998,0.19144,,,1.5553,0,,0,1,3,3
171.8,75,100,80,0.0,28.881,9.5815,53.77,150,0.9,-4000,0.0010973,9.3822,25.566,76776,86069,297.97,510.59,1.6148,10,,23,,1.3721,0.19167,,,1.5419,0,,0,1,3,3
172.0,75,100,80,0.0,46.518,28.402,5.377,150,0.9,-4000,0.0011485,9.4555,25.593,76131,85328,297.89,482.15,1.6008,10,,23,,1.3267,0.19204,,,1.5284,0,,0,1,3,3
172.2,75,100,80,0.0,60.482,8.5207,89.611,150,0.9,0,0.0011765,9.4901,25.621,76184,85391,298.04,536.62,1.5966,10,,23,,1.3185,0.19211,,,1.5244,0,,0,1,3,3
172.4,75,100,80,0.0,78.174,56.304,8.9611,150,0.9,0,0.0012002,9.5611,25.648,76241,85457,297.93,498.9,1.5967,10,,23,,1.2998,0.19225,,,1.5245,0,,0,1,3,3
172.6,75,100,80,0.0,95.12,16.891,137.43,150,0.9,0,0.0011711,9.6849,25.673,76301,85526,298.18,590.46,1.597,10,,23,,1.2757,0.19243,,,1.5248,0,,0,1,3,3
172.8,75,100,80,0.0,108.2,101.43,13.743,150,0.9,0,0.0011788,9.7586,25.698,76363,85598,298.03,535.3,1.5974,10,,23,,1.248,0.19264,,,1.5252,0,,0,1,3,3
173.0,75,100,80,0.0,115.14,54.592,1.3743,150,0.9,0,0.0010928,9.8742,25.72,76428,85671,297.91,488.79,1.5977,10,,23,,1.2242,0.19282,,,1.5255,0,,0,1,3,3
173.2,75,100,80,0.0,114.43,16.378,73.445,150,0.9,0,0.0011221,9.8394,25.743,76491,85744,298.0,523.02,1.598,10,,23,,1.2366,0.19272,,,1.5258,0,,0,1,3,3
173.4,75,100,80,0.0,106.68,46.012,7.3445,150,0.9,0,0.0011596,9.7718,25.766,76554,85815,297.9,485.0,1.5983,10,,23,,1.2522,0.19261,,,1.5261,0,,0,1,3,3
173.6,75,100,80,0.0,93.165,13.804,120.82,150,0.9,0,0.0011771,9.6858,25.792,76614,85884,298.11,562.42,1.5986,10,,23,,1.2719,0.19246,,,1.5264,0,,0,1,3,3
173.8,75,100,80,0.0,76.932,83.312,12.082,150,0.9,0,0.001227,9.5594,25.819,76670,85950,297.97,511.86,1.599,10,,23,,1.2998,0.19225,,,1.5267,0,,0,1,3,3
174.0,75,100,80,0.0,61.185,38.417,1.2082,150,0.9,0,0.0012417,9.4483,25.847,76723,86012,297.87,473.92,1.5994,10,,23,,1.3377,0.19196,,,1.5271,0,,0,1,3,3
174.2,75,100,80,0.0,49.486,11.525,61.442,150,0.9,0,0.0012003,9.4302,25.876,76774,86072,297.95,502.59,1.5997,10,,23,,1.3401,0.19194,,,1.5274,0,,0,1,3,3
174.4,75,100,80,0.0,44.377,3.4575,0.0001,150,0.9,0,0.0011766,9.4269,25.905,76824,86132,297.88,479.55,1.6001,10,,23,,1.3359,0.19197,,,1.5277,0,,0,1,3,3
174.6,75,100,80,0.0,46.803,1.0373,65.033,150,0.9,0,0.0012193,9.4153,25.934,76874,86191,297.98,516.72,1.6004,10,,23,,1.3265,0.19204,,,1.5281,0,,0,1,3,3
174.8,75,100,80,0.0,55.648,31.84,6.5033,150,0.9,0,0.0012582,9.4147,25.963,76927,86253,297.9,487.38,1.6008,10,,23,,1.3304,0.19201,,,1.5284,0,,0,1,3,3
175.0,75,100,80,0.0,67.705,9.5519,99.976,150,0.9,0,0.0012381,9.508,25.991,76981,86317,298.07,550.4,1.6012,10,,23,,1.3062,0.1922,,,1.5288,0,,0,1,3,3
175.2,75,100,80,0.0,80.842,65.343,9.9976,150,0.9,0,0.0012536,9.5571,26.018,77038,86383,297.95,505.78,1.6015,10,,23,,1.3013,0.19223,,,1.5291,0,,0,1,3,3
175.4,75,100,80,0.0,93.067,25.27,0.99976,150,0.9,0,0.0012676,9.5982,26.045,77098,86452,297.86,470.59,1.6019,10,,23,,1.2985,0.19225,,,1.5295,0,,0,1,3,3
175.6,75,100,80,0.0,103.18,7.581,51.823,150,0.9,0,0.0012901,9.6163,26.071,77160,86523,297.91,488.73,1.6023,10,,23,,1.3141,0.19213,,,1.5299,0,,0,1,3,3
175.8,75,100,80,0.0,108.84,2.2743,0.0001,150,0.9,0,0.001264,9.6518,26.097,77222,86596,297.84,462.45,1.6027,10,,23,,1.3189,0.1921,,,1.5303,0,,0,1,3,3
176.0,75,100,80,0.0,108.27,0.68229,68.335,150,0.9,0,0.0012666,9.638,26.123,77285,86668,297.93,498.58,1.6031,10,,23,,1.3323,0.19199,,,1.5306,0,,0,1,3,3
176.2,75,100,80,0.0,101.56,0.20469,0.0001,150,0.9,0,0.0012027,9.668,26.148,77346,86738,297.87,473.16,1.6035,10,,23,,1.3232,0.19206,,,1.531,0,,0,1,3,3
176.4,75,100,80,0.0,89.892,0.061406,71.85,150,0.9,0,0.0012402,9.5829,26.174,77405,86807,297.97,513.16,1.6038,10,,23,,1.334,0.19198,,,1.5313,0,,0,1,3,3
176.6,75,100,80,0.0,73.902,32.663,7.185,150,0.9,0,0.001222,9.5094,26.201,77461,86872,297.89,481.28,1.6042,10,,23,,1.3561,0.19181,,,1.5317,0,,0,1,3,3
176.8,75,100,80,0.0,57.148,9.7988,107.66,150,0.9,0,0.0012439,9.412,26.23,77513,86933,298.08,552.25,1.6045,10,,23,,1.3736,0.19168,,,1.532,0,,0,1,3,3
177.0,75,100,80,0.0,45.081,71.974,10.766,150,0.9,0,0.0012326,9.3681,26.259,77563,86993,297.97,510.98,1.6049,10,,23,,1.3771,0.19165,,,1.5323,0,,0,1,3,3
177.2,75,100,80,0.0,41.355,35.29,1.0766,150,0.9,0,0.0012154,9.3457,26.288,77613,87051,297.88,476.47,1.6052,10,,23,,1.4027,0.19146,,,1.5327,0,,0,1,3,3
177.4,75,100,80,0.0,46.419,10.587,60.325,150,0.9,0,0.0011871,9.4166,26.316,77663,87111,297.95,504.82,1.6056,10,,23,,1.3779,0.19165,,,1.533,0,,0,1,3,3
177.6,75,100,80,0.0,58.043,32.809,6.0325,150,0.9,0,0.0012016,9.4511,26.343,77716,87173,297.87,473.71,1.6059,10,,23,,1.3745,0.19167,,,1.5333,0,,0,1,3,3
177.8,75,100,80,0.0,73.618,9.8427,103.21,150,0.9,0,0.0011741,9.5647,26.368,77771,87238,298.04,537.75,1.6062,10,,23,,1.3536,0.19183,,,1.5336,0,,0,1,3,3
178.0,75,100,80,0.0,89.197,64.629,10.321,150,0.9,0,0.0011668,9.6511,26.392,77830,87306,297.92,495.0,1.6065,10,,23,,1.3374,0.19195,,,1.5339,0,,0,1,3,3
178.2,75,100,80,0.0,101.16,19.389,156.77,150,0.9,0,0.0012068,9.6948,26.416,77891,87376,298.21,601.43,1.6069,10,,23,,1.3228,0.19206,,,1.5342,0,,0,1,3,3
178.4,75,100,80,0.0,108.01,115.53,15.677,150,0.9,0,0.0012266,9.7182,26.439,77954,87448,298.04,539.09,1.6072,10,,23,,1.3115,0.19214,,,1.5346,0,,0,1,3,3
178.6,75,100,80,0.0,109.64,63.837,1.5677,150,0.9,0,0.0012132,9.7476,26.462,78016,87520,297.9,485.72,1.6075,10,,23,,1.3061,0.19218,,,1.5349,0,,0,1,3,3
178.8,75,100,80,0.0,106.96,19.151,84.844,150,0.9,0,0.0011898,9.757,26.484,78079,87591,298.01,527.81,1.6078,10,,23,,1.303,0.19221,,,1.5352,0,,0,1,3,3
179.0,75,100,80,0.0,100.19,55.194,8.4844,150,0.9,0,0.0012292,9.692,26.508,78140,87662,297.9,484.47,1.6082,10,,23,,1.3125,0.19213,,,1.5355,0,,0,1,3,3
179.2,75,100,80,0.0,92.562,16.558,138.42,150,0.9,0,0.0011987,9.688,26.531,78199,87730,298.14,575.64,1.6085,10,,23,,1.3144,0.19212,,,1.5358,0,,0,1,3,3
179.4,75,100,80,0.0,85.294,97.273,13.842,150,0.9,0,0.0012218,9.6357,26.554,78257,87798,297.99,518.08,1.6088,10,,23,,1.3181,0.19209,,,1.5361,0,,0,1,3,3
179.6,75,100,80,0.0,78.866,47.899,1.3842,150,0.9,0,0.0011744,9.6409,26.578,78314,87864,297.87,473.29,1.6091,10,,23,,1.3178,0.19209,,,1.5364,0,,0,1,3,3
179.8,75,100,80,0.0,73.101,14.37,71.778,150,0.9,0,0.0011631,9.6234,26.602,78369,87928,297.96,506.86,1.6094,10,,23,,1.3195,0.19208,,,1.5367,0,,0,1,3,3
180.0,75,100,80,0.0,68.858,41.059,7.1778,150,0.9,0,0.0011595,9.6061,26.626,78424,87992,297.86,470.05,1.6097,10,2221.4,23,2005.8,1.326,0.19203,26.531,23.614,1.537,0,75.014,0,1,3,3
180.2,75,100,80,0.0,66.032,12.318,120.78,150,0.9,0,0.0011422,9.6059,26.65,78478,88055,298.07,548.41,1.61,10,,23,,1.3295,0.192,,,1.5373,0,,0,1,3,3
180.4,75,100,80,0.0,65.738,79.444,12.078,150,0.9,0,0.0010881,9.6417,26.674,78532,88118,297.93,496.43,1.6103,10,,23,,1.3293,0.192,,,1.5375,0,,0,1,3,3
180.6,75,100,80,0.0,67.011,23.833,186.82,150,0.9,0,0.0011937,9.5617,26.699,78586,88182,298.28,629.03,1.6105,10,,23,,1.3403,0.19192,,,1.5378,0,,0,1,3,3
180.8,75,100,80,0.0,69.915,143.33,18.682,150,0.9,0,0.0012079,9.5718,26.724,78641,88246,298.09,556.37,1.6109,10,,23,,1.3356,0.19196,,,1.5381,0,,0,1,3,3
181.0,75,100,80,0.0,74.193,84.897,1.8682,150,0.9,0,0.0012188,9.5866,26.748,78697,88311,297.93,497.21,1.6112,10,,23,,1.3342,0.19197,,,1.5384,0,,0,1,3,3
181.2,75,100,80,0.0,78.282,25.469,97.413,150,0.9,0,0.0012819,9.5588,26.774,78753,88377,298.07,549.68,1.6115,10,,23,,1.3385,0.19193,,,1.5387,0,,0,1,3,3
181.4,75,100,80,0.0,80.92,71.902,9.7413,150,0.9,0,0.0012462,9.5985,26.798,78810,88443,297.95,502.61,1.6119,10,,23,,1.334,0.19197,,,1.539,0,,0,1,3,3
181.6,75,100,80,0.0,82.306,21.571,154.6,150,0.9,0,0.001272,9.5856,26.823,78867,88510,298.22,607.52,1.6122,10,,23,,1.3474,0.19186,,,1.5394,0,,0,1,3,3
181.8,75,100,80,0.0,81.372,115.95,15.46,150,0.9,0,0.0012197,9.6287,26.847,78924,88576,298.07,549.27,1.6125,10,,23,,1.3384,0.19193,,,1.5397,0,,0,1,3,3
182.0,75,100,80,0.0,78.123,69.263,1.546,150,0.9,0,0.0012799,9.541,26.872,78981,88642,297.94,499.3,1.6128,10,,23,,1.371,0.19168,,,1.54,0,,0,1,3,3
182.2,75,100,80,0.0,73.804,20.779,82.829,150,0.9,0,0.0012784,9.5131,26.897,79036,88707,298.05,542.01,1.6132,10,,23,,1.3824,0.1916,,,1.5403,0,,0,1,3,3
182.4,75,100,80,0.0,69.605,58.21,8.2829,150,0.9,0,0.0012362,9.5345,26.922,79091,88771,297.95,503.19,1.6135,10,,23,,1.3742,0.19166,,,1.5406,0,,0,1,3,3
182.6,75,100,80,0.0,66.366,17.463,127.33,150,0.9,0,0.0011878,9.5695,26.947,79145,88835,298.17,586.65,1.6138,10,,23,,1.3596,0.19177,,,1.5409,0,,0,1,3,3
182.8,75,100,80,0.0,64.482,91.955,12.733,150,0.9,0,0.001162,9.584,26.971,79199,88898,298.04,538.79,1.6141,10,,23,,1.3525,0.19182,,,1.5412,0,,0,1,3,3
183.0,75,100,80,0.0,63.327,53.217,1.2733,150,0.9,0,0.0011409,9.5942,26.995,79252,88960,297.93,494.79,1.6144,10,,23,,1.3526,0.19182,,,1.5414,0,,0,1,3,3
183.2,75,100,80,0.0,62.145,15.965,71.191,150,0.9,0,0.001148,9.5829,27.019,79305,89023,298.01,528.16,1.6146,10,,23,,1.3552,0.1918,,,1.5417,0,,0,1,3,3
183.4,75,100,80,0.0,61.532,44.255,7.1191,150,0.9,0,0.0011436,9.5775,27.042,79359,89085,297.92,492.45,1.6149,10,,23,,1.3638,0.19174,,,1.5419,0,,0,1,3,3
183.6,75,100,80,0.0,61.076,13.277,110.19,150,0.9,0,0.0011075,9.6176,27.065,79412,89147,298.1,560.92,1.6151,10,,23,,1.3479,0.19185,,,1.5422,0,,0,1,3,3
183.8,75,100,80,0.0,60.409,72.85,11.019,150,0.9,0,0.0011081,9.6251,27.088,79464,89209,297.98,516.28,1.6153,10,,23,,1.3412,0.1919,,,1.5424,0,,0,1,3,3
184.0,75,100,80,0.0,59.238,34.928,1.1019,150,0.9,0,0.001068,9.6613,27.11,79517,89271,297.88,477.26,1.6155,10,,23,,1.3328,0.19197,,,1.5426,0,,0,1,3,3
184.2,75,100,80,0.0,57.88,10.478,60.233,150,0.9,0,0.0010574,9.6627,27.132,79569,89332,297.94,501.36,1.6157,10,,23,,1.3354,0.19195,,,1.5428,0,,0,1,3,3
184.4,75,100,80,0.0,57.027,3.1435,0.0001,150,0.9,0,0.0010796,9.6295,27.155,79622,89393,297.87,474.77,1.6159,10,,23,,1.3492,0.19184,,,1.543,0,,0,1,3,3
184.6,75,100,80,0.0,58.482,0.94306,64.912,150,0.9,0,0.0011043,9.6254,27.177,79674,89455,297.96,507.9,1.6162,10,,23,,1.3453,0.19187,,,1.5432,0,,0,1,3,3
